City,Week,Product,Quantity Ordered
Los Angeles,45,LG Dryer,3
Los Angeles,45,LG Washing Machine,1
Los Angeles,45,Lightning Charging Cable,81
Los Angeles,45,Macbook Pro Laptop,11
Los Angeles,45,ThinkPad Laptop,10
Los Angeles,45,USB-C Charging Cable,97
Los Angeles,45,Vareebadd Phone,5
Los Angeles,45,Wired Headphones,58
Los Angeles,45,iPhone,24
Los Angeles,46,20in Monitor,14
Los Angeles,46,27in 4K Gaming Monitor,17
Los Angeles,46,27in FHD Monitor,26
Los Angeles,46,34in Ultrawide Monitor,16
Los Angeles,46,AA Batteries (4-pack),95
Los Angeles,46,AAA Batteries (4-pack),123
Los Angeles,46,Apple Airpods Headphones,65
Los Angeles,46,Bose SoundSport Headphones,51
Los Angeles,46,Flatscreen TV,8
Los Angeles,46,Google Phone,26
Los Angeles,46,LG Dryer,3
Los Angeles,46,Lightning Charging Cable,73
Los Angeles,46,Macbook Pro Laptop,15
Los Angeles,46,ThinkPad Laptop,21
Los Angeles,46,USB-C Charging Cable,76
Los Angeles,46,Vareebadd Phone,5
Los Angeles,46,Wired Headphones,79
Los Angeles,46,iPhone,22
Los Angeles,47,20in Monitor,12
Los Angeles,47,27in 4K Gaming Monitor,21
Los Angeles,47,27in FHD Monitor,38
Los Angeles,47,34in Ultrawide Monitor,28
Los Angeles,47,AA Batteries (4-pack),110
Los Angeles,47,AAA Batteries (4-pack),115
Los Angeles,47,Apple Airpods Headphones,45
Los Angeles,47,Bose SoundSport Headphones,47
Los Angeles,47,Flatscreen TV,21
Los Angeles,47,Google Phone,15
Los Angeles,47,LG Dryer,2
Los Angeles,47,LG Washing Machine,2
Los Angeles,47,Lightning Charging Cable,90
Los Angeles,47,Macbook Pro Laptop,17
Los Angeles,47,ThinkPad Laptop,8
Los Angeles,47,USB-C Charging Cable,64
Los Angeles,47,Vareebadd Phone,13
Los Angeles,47,Wired Headphones,80
Los Angeles,47,iPhone,31
Los Angeles,48,20in Monitor,17
Los Angeles,48,27in 4K Gaming Monitor,29
Los Angeles,48,27in FHD Monitor,30
Los Angeles,48,34in Ultrawide Monitor,21
Los Angeles,48,AA Batteries (4-pack),128
Los Angeles,48,AAA Batteries (4-pack),78
Los Angeles,48,Apple Airpods Headphones,54
Los Angeles,48,Bose SoundSport Headphones,47
Los Angeles,48,Flatscreen TV,19
Los Angeles,48,Google Phone,13
Los Angeles,48,LG Dryer,2
Los Angeles,48,LG Washing Machine,3
Los Angeles,48,Lightning Charging Cable,90
Los Angeles,48,Macbook Pro Laptop,13
Los Angeles,48,ThinkPad Laptop,16
Los Angeles,48,USB-C Charging Cable,79
Los Angeles,48,Vareebadd Phone,8
Los Angeles,48,Wired Headphones,78
Los Angeles,48,iPhone,29
Los Angeles,49,20in Monitor,23
Los Angeles,49,27in 4K Gaming Monitor,34
Los Angeles,49,27in FHD Monitor,37
Los Angeles,49,34in Ultrawide Monitor,30
Los Angeles,49,AA Batteries (4-pack),142
Los Angeles,49,AAA Batteries (4-pack),139
Los Angeles,49,Apple Airpods Headphones,75
Los Angeles,49,Bose SoundSport Headphones,64
Los Angeles,49,Flatscreen TV,16
Los Angeles,49,Google Phone,18
Los Angeles,49,LG Dryer,6
Los Angeles,49,LG Washing Machine,1
Los Angeles,49,Lightning Charging Cable,110
Los Angeles,49,Macbook Pro Laptop,19
Los Angeles,49,ThinkPad Laptop,23
Los Angeles,49,USB-C Charging Cable,106
Los Angeles,49,Vareebadd Phone,9
Los Angeles,49,Wired Headphones,123
Los Angeles,49,iPhone,33
Los Angeles,50,20in Monitor,23
Los Angeles,50,27in 4K Gaming Monitor,27
Los Angeles,50,27in FHD Monitor,26
Los Angeles,50,34in Ultrawide Monitor,40
Los Angeles,50,AA Batteries (4-pack),135
Los Angeles,50,AAA Batteries (4-pack),113
Los Angeles,50,Apple Airpods Headphones,80
Los Angeles,50,Bose SoundSport Headphones,62
Los Angeles,50,Flatscreen TV,23
Los Angeles,50,Google Phone,17
Los Angeles,50,LG Dryer,2
Los Angeles,50,LG Washing Machine,2
Los Angeles,50,Lightning Charging Cable,118
Los Angeles,50,Macbook Pro Laptop,15
Los Angeles,50,ThinkPad Laptop,14
Los Angeles,50,USB-C Charging Cable,115
Los Angeles,50,Vareebadd Phone,13
Los Angeles,50,Wired Headphones,80
Los Angeles,50,iPhone,32
Los Angeles,51,20in Monitor,20
Los Angeles,51,27in 4K Gaming Monitor,29
Los Angeles,51,27in FHD Monitor,37
Los Angeles,51,34in Ultrawide Monitor,20
Los Angeles,51,AA Batteries (4-pack),127
Los Angeles,51,AAA Batteries (4-pack),138
Los Angeles,51,Apple Airpods Headphones,69
Los Angeles,51,Bose SoundSport Headphones,74
Los Angeles,51,Flatscreen TV,27
Los Angeles,51,Google Phone,18
Los Angeles,51,LG Dryer,4
Los Angeles,51,LG Washing Machine,2
Los Angeles,51,Lightning Charging Cable,115
Los Angeles,51,Macbook Pro Laptop,30
Los Angeles,51,ThinkPad Laptop,18
Los Angeles,51,USB-C Charging Cable,117
Los Angeles,51,Vareebadd Phone,6
Los Angeles,51,Wired Headphones,95
Los Angeles,51,iPhone,30
Los Angeles,52,20in Monitor,22
Los Angeles,52,27in 4K Gaming Monitor,38
Los Angeles,52,27in FHD Monitor,28
Los Angeles,52,34in Ultrawide Monitor,30
Los Angeles,52,AA Batteries (4-pack),140
Los Angeles,52,AAA Batteries (4-pack),136
Los Angeles,52,Apple Airpods Headphones,93
Los Angeles,52,Bose SoundSport Headphones,71
Los Angeles,52,Flatscreen TV,20
Los Angeles,52,Google Phone,26
Los Angeles,52,LG Dryer,1
Los Angeles,52,LG Washing Machine,2
Los Angeles,52,Lightning Charging Cable,115
Los Angeles,52,Macbook Pro Laptop,13
Los Angeles,52,ThinkPad Laptop,18
Los Angeles,52,USB-C Charging Cable,111
Los Angeles,52,Vareebadd Phone,11
Los Angeles,52,Wired Headphones,104
Los Angeles,52,iPhone,41
New York City,1,20in Monitor,4
New York City,1,27in 4K Gaming Monitor,10
New York City,1,27in FHD Monitor,21
New York City,1,34in Ultrawide Monitor,12
New York City,1,AA Batteries (4-pack),72
New York City,1,AAA Batteries (4-pack),71
New York City,1,Apple Airpods Headphones,36
New York City,1,Bose SoundSport Headphones,31
New York City,1,Flatscreen TV,10
New York City,1,Google Phone,13
New York City,1,LG Dryer,1
New York City,1,LG Washing Machine,2
New York City,1,Lightning Charging Cable,62
New York City,1,Macbook Pro Laptop,6
New York City,1,ThinkPad Laptop,11
New York City,1,USB-C Charging Cable,62
New York City,1,Vareebadd Phone,8
New York City,1,Wired Headphones,51
New York City,1,iPhone,23
New York City,2,20in Monitor,7
New York City,2,27in 4K Gaming Monitor,7
New York City,2,27in FHD Monitor,10
New York City,2,34in Ultrawide Monitor,5
New York City,2,AA Batteries (4-pack),40
New York City,2,AAA Batteries (4-pack),55
New York City,2,Apple Airpods Headphones,28
New York City,2,Bose SoundSport Headphones,23
New York City,2,Flatscreen TV,3
New York City,2,Google Phone,12
New York City,2,LG Dryer,1
New York City,2,LG Washing Machine,1
New York City,2,Lightning Charging Cable,39
New York City,2,Macbook Pro Laptop,12
New York City,2,ThinkPad Laptop,4
New York City,2,USB-C Charging Cable,43
New York City,2,Vareebadd Phone,7
New York City,2,Wired Headphones,22
New York City,2,iPhone,17
New York City,3,20in Monitor,9
New York City,3,27in 4K Gaming Monitor,11
New York City,3,27in FHD Monitor,11
New York City,3,34in Ultrawide Monitor,14
New York City,3,AA Batteries (4-pack),43
New York City,3,AAA Batteries (4-pack),50
New York City,3,Apple Airpods Headphones,22
New York City,3,Bose SoundSport Headphones,15
New York City,3,Flatscreen TV,7
New York City,3,Google Phone,11
New York City,3,LG Dryer,4
New York City,3,LG Washing Machine,1
New York City,3,Lightning Charging Cable,50
New York City,3,Macbook Pro Laptop,10
New York City,3,ThinkPad Laptop,7
New York City,3,USB-C Charging Cable,46
New York City,3,Vareebadd Phone,9
New York City,3,Wired Headphones,34
New York City,3,iPhone,6
New York City,4,20in Monitor,8
New York City,4,27in 4K Gaming Monitor,6
New York City,4,27in FHD Monitor,15
New York City,4,34in Ultrawide Monitor,11
New York City,4,AA Batteries (4-pack),38
New York City,4,AAA Batteries (4-pack),73
New York City,4,Apple Airpods Headphones,24
New York City,4,Bose SoundSport Headphones,16
New York City,4,Flatscreen TV,5
New York City,4,Google Phone,9
New York City,4,LG Dryer,1
New York City,4,LG Washing Machine,2
New York City,4,Lightning Charging Cable,30
New York City,4,Macbook Pro Laptop,8
New York City,4,ThinkPad Laptop,7
New York City,4,USB-C Charging Cable,56
New York City,4,Vareebadd Phone,2
New York City,4,Wired Headphones,31
New York City,4,iPhone,12
New York City,5,20in Monitor,6
New York City,5,27in 4K Gaming Monitor,12
New York City,5,27in FHD Monitor,15
New York City,5,34in Ultrawide Monitor,9
New York City,5,AA Batteries (4-pack),45
New York City,5,AAA Batteries (4-pack),56
New York City,5,Apple Airpods Headphones,32
New York City,5,Bose SoundSport Headphones,21
New York City,5,Flatscreen TV,11
New York City,5,Google Phone,9
New York City,5,LG Dryer,1
New York City,5,LG Washing Machine,2
New York City,5,Lightning Charging Cable,44
New York City,5,Macbook Pro Laptop,12
New York City,5,ThinkPad Laptop,12
New York City,5,USB-C Charging Cable,55
New York City,5,Vareebadd Phone,5
New York City,5,Wired Headphones,34
New York City,5,iPhone,14
New York City,6,20in Monitor,13
New York City,6,27in 4K Gaming Monitor,17
New York City,6,27in FHD Monitor,17
New York City,6,34in Ultrawide Monitor,16
New York City,6,AA Batteries (4-pack),46
New York City,6,AAA Batteries (4-pack),58
New York City,6,Apple Airpods Headphones,30
New York City,6,Bose SoundSport Headphones,24
New York City,6,Flatscreen TV,10
New York City,6,Google Phone,10
New York City,6,LG Dryer,2
New York City,6,LG Washing Machine,1
New York City,6,Lightning Charging Cable,54
New York City,6,Macbook Pro Laptop,9
New York City,6,ThinkPad Laptop,8
New York City,6,USB-C Charging Cable,51
New York City,6,Vareebadd Phone,4
New York City,6,Wired Headphones,35
New York City,6,iPhone,11
New York City,7,20in Monitor,10
New York City,7,27in 4K Gaming Monitor,16
New York City,7,27in FHD Monitor,23
New York City,7,34in Ultrawide Monitor,13
New York City,7,AA Batteries (4-pack),66
New York City,7,AAA Batteries (4-pack),74
New York City,7,Apple Airpods Headphones,31
New York City,7,Bose SoundSport Headphones,32
New York City,7,Flatscreen TV,11
New York City,7,Google Phone,24
New York City,7,LG Dryer,3
New York City,7,LG Washing Machine,1
New York City,7,Lightning Charging Cable,42
New York City,7,Macbook Pro Laptop,15
New York City,7,ThinkPad Laptop,12
New York City,7,USB-C Charging Cable,54
New York City,7,Vareebadd Phone,4
New York City,7,Wired Headphones,51
New York City,7,iPhone,12
New York City,8,20in Monitor,9
New York City,8,27in 4K Gaming Monitor,13
New York City,8,27in FHD Monitor,21
New York City,8,34in Ultrawide Monitor,16
New York City,8,AA Batteries (4-pack),65
New York City,8,AAA Batteries (4-pack),68
New York City,8,Apple Airpods Headphones,26
New York City,8,Bose SoundSport Headphones,23
New York City,8,Flatscreen TV,10
New York City,8,Google Phone,6
New York City,8,LG Washing Machine,2
New York City,8,Lightning Charging Cable,57
New York City,8,Macbook Pro Laptop,9
New York City,8,ThinkPad Laptop,7
New York City,8,USB-C Charging Cable,60
New York City,8,Vareebadd Phone,3
New York City,8,Wired Headphones,37
New York City,8,iPhone,10
New York City,9,20in Monitor,8
New York City,9,27in 4K Gaming Monitor,10
New York City,9,27in FHD Monitor,15
New York City,9,34in Ultrawide Monitor,9
New York City,9,AA Batteries (4-pack),50
New York City,9,AAA Batteries (4-pack),40
New York City,9,Apple Airpods Headphones,31
New York City,9,Bose SoundSport Headphones,36
New York City,9,Flatscreen TV,17
New York City,9,Google Phone,10
New York City,9,LG Dryer,3
New York City,9,LG Washing Machine,1
New York City,9,Lightning Charging Cable,48
New York City,9,Macbook Pro Laptop,10
New York City,9,ThinkPad Laptop,10
New York City,9,USB-C Charging Cable,83
New York City,9,Vareebadd Phone,5
New York City,9,Wired Headphones,54
New York City,9,iPhone,8
New York City,10,20in Monitor,6
New York City,10,27in 4K Gaming Monitor,13
New York City,10,27in FHD Monitor,26
New York City,10,34in Ultrawide Monitor,7
New York City,10,AA Batteries (4-pack),50
New York City,10,AAA Batteries (4-pack),74
New York City,10,Apple Airpods Headphones,37
New York City,10,Bose SoundSport Headphones,30
New York City,10,Flatscreen TV,12
New York City,10,Google Phone,14
New York City,10,LG Washing Machine,2
New York City,10,Lightning Charging Cable,54
New York City,10,Macbook Pro Laptop,8
New York City,10,ThinkPad Laptop,9
New York City,10,USB-C Charging Cable,60
New York City,10,Vareebadd Phone,4
New York City,10,Wired Headphones,42
New York City,10,iPhone,12
New York City,11,20in Monitor,13
New York City,11,27in 4K Gaming Monitor,19
New York City,11,27in FHD Monitor,16
New York City,11,34in Ultrawide Monitor,16
New York City,11,AA Batteries (4-pack),61
New York City,11,AAA Batteries (4-pack),75
New York City,11,Apple Airpods Headphones,43
New York City,11,Bose SoundSport Headphones,45
New York City,11,Flatscreen TV,16
New York City,11,Google Phone,13
New York City,11,LG Dryer,2
New York City,11,LG Washing Machine,1
New York City,11,Lightning Charging Cable,56
New York City,11,Macbook Pro Laptop,8
New York City,11,ThinkPad Laptop,14
New York City,11,USB-C Charging Cable,59
New York City,11,Vareebadd Phone,3
New York City,11,Wired Headphones,50
New York City,11,iPhone,22
New York City,12,20in Monitor,10
New York City,12,27in 4K Gaming Monitor,14
New York City,12,27in FHD Monitor,25
New York City,12,34in Ultrawide Monitor,13
New York City,12,AA Batteries (4-pack),77
New York City,12,AAA Batteries (4-pack),76
New York City,12,Apple Airpods Headphones,44
New York City,12,Bose SoundSport Headphones,36
New York City,12,Flatscreen TV,6
New York City,12,Google Phone,16
New York City,12,LG Dryer,2
New York City,12,LG Washing Machine,4
New York City,12,Lightning Charging Cable,61
New York City,12,Macbook Pro Laptop,10
New York City,12,ThinkPad Laptop,16
New York City,12,USB-C Charging Cable,49
New York City,12,Vareebadd Phone,5
New York City,12,Wired Headphones,48
New York City,12,iPhone,17
New York City,13,20in Monitor,10
New York City,13,27in 4K Gaming Monitor,15
New York City,13,27in FHD Monitor,21
New York City,13,34in Ultrawide Monitor,18
New York City,13,AA Batteries (4-pack),51
New York City,13,AAA Batteries (4-pack),74
New York City,13,Apple Airpods Headphones,46
New York City,13,Bose SoundSport Headphones,36
New York City,13,Flatscreen TV,12
New York City,13,Google Phone,23
New York City,13,LG Dryer,1
New York City,13,Lightning Charging Cable,50
New York City,13,Macbook Pro Laptop,14
New York City,13,ThinkPad Laptop,9
New York City,13,USB-C Charging Cable,54
New York City,13,Vareebadd Phone,6
New York City,13,Wired Headphones,43
New York City,13,iPhone,13
New York City,14,20in Monitor,12
New York City,14,27in 4K Gaming Monitor,17
New York City,14,27in FHD Monitor,18
New York City,14,34in Ultrawide Monitor,21
New York City,14,AA Batteries (4-pack),96
New York City,14,AAA Batteries (4-pack),91
New York City,14,Apple Airpods Headphones,51
New York City,14,Bose SoundSport Headphones,42
New York City,14,Flatscreen TV,13
New York City,14,Google Phone,15
New York City,14,LG Dryer,2
New York City,14,LG Washing Machine,3
New York City,14,Lightning Charging Cable,75
New York City,14,Macbook Pro Laptop,18
New York City,14,ThinkPad Laptop,9
New York City,14,USB-C Charging Cable,67
New York City,14,Vareebadd Phone,12
New York City,14,Wired Headphones,63
New York City,14,iPhone,20
New York City,15,20in Monitor,13
New York City,15,27in 4K Gaming Monitor,16
New York City,15,27in FHD Monitor,25
New York City,15,34in Ultrawide Monitor,25
New York City,15,AA Batteries (4-pack),95
New York City,15,AAA Batteries (4-pack),88
New York City,15,Apple Airpods Headphones,50
New York City,15,Bose SoundSport Headphones,44
New York City,15,Flatscreen TV,14
New York City,15,Google Phone,24
New York City,15,LG Dryer,2
New York City,15,LG Washing Machine,2
New York City,15,Lightning Charging Cable,64
New York City,15,Macbook Pro Laptop,13
New York City,15,ThinkPad Laptop,13
New York City,15,USB-C Charging Cable,70
New York City,15,Vareebadd Phone,4
New York City,15,Wired Headphones,72
New York City,15,iPhone,15
New York City,16,20in Monitor,18
New York City,16,27in 4K Gaming Monitor,26
New York City,16,27in FHD Monitor,17
New York City,16,34in Ultrawide Monitor,29
New York City,16,AA Batteries (4-pack),80
New York City,16,AAA Batteries (4-pack),99
New York City,16,Apple Airpods Headphones,45
New York City,16,Bose SoundSport Headphones,46
New York City,16,Flatscreen TV,15
New York City,16,Google Phone,12
New York City,16,LG Dryer,3
New York City,16,Lightning Charging Cable,74
New York City,16,Macbook Pro Laptop,12
New York City,16,ThinkPad Laptop,11
New York City,16,USB-C Charging Cable,72
New York City,16,Vareebadd Phone,6
New York City,16,Wired Headphones,81
New York City,16,iPhone,20
New York City,17,20in Monitor,18
New York City,17,27in 4K Gaming Monitor,13
New York City,17,27in FHD Monitor,22
New York City,17,34in Ultrawide Monitor,12
New York City,17,AA Batteries (4-pack),79
New York City,17,AAA Batteries (4-pack),68
New York City,17,Apple Airpods Headphones,44
New York City,17,Bose SoundSport Headphones,47
New York City,17,Flatscreen TV,17
New York City,17,Google Phone,15
New York City,17,LG Dryer,2
New York City,17,LG Washing Machine,1
New York City,17,Lightning Charging Cable,68
New York City,17,Macbook Pro Laptop,21
New York City,17,ThinkPad Laptop,14
New York City,17,USB-C Charging Cable,74
New York City,17,Vareebadd Phone,5
New York City,17,Wired Headphones,42
New York City,17,iPhone,11
New York City,18,20in Monitor,8
New York City,18,27in 4K Gaming Monitor,21
New York City,18,27in FHD Monitor,28
New York City,18,34in Ultrawide Monitor,15
New York City,18,AA Batteries (4-pack),93
New York City,18,AAA Batteries (4-pack),109
New York City,18,Apple Airpods Headphones,44
New York City,18,Bose SoundSport Headphones,40
New York City,18,Flatscreen TV,13
New York City,18,Google Phone,22
New York City,18,LG Dryer,3
New York City,18,LG Washing Machine,2
New York City,18,Lightning Charging Cable,67
New York City,18,Macbook Pro Laptop,17
New York City,18,ThinkPad Laptop,11
New York City,18,USB-C Charging Cable,61
New York City,18,Vareebadd Phone,6
New York City,18,Wired Headphones,72
New York City,18,iPhone,13
New York City,19,20in Monitor,15
New York City,19,27in 4K Gaming Monitor,19
New York City,19,27in FHD Monitor,32
New York City,19,34in Ultrawide Monitor,16
New York City,19,AA Batteries (4-pack),58
New York City,19,AAA Batteries (4-pack),76
New York City,19,Apple Airpods Headphones,30
New York City,19,Bose SoundSport Headphones,51
New York City,19,Flatscreen TV,12
New York City,19,Google Phone,21
New York City,19,LG Dryer,2
New York City,19,LG Washing Machine,2
New York City,19,Lightning Charging Cable,54
New York City,19,Macbook Pro Laptop,12
New York City,19,ThinkPad Laptop,11
New York City,19,USB-C Charging Cable,57
New York City,19,Vareebadd Phone,4
New York City,19,Wired Headphones,60
New York City,19,iPhone,18
New York City,20,20in Monitor,8
New York City,20,27in 4K Gaming Monitor,15
New York City,20,27in FHD Monitor,29
New York City,20,34in Ultrawide Monitor,18
New York City,20,AA Batteries (4-pack),80
New York City,20,AAA Batteries (4-pack),92
New York City,20,Apple Airpods Headphones,52
New York City,20,Bose SoundSport Headphones,42
New York City,20,Flatscreen TV,10
New York City,20,Google Phone,14
New York City,20,LG Dryer,3
New York City,20,LG Washing Machine,2
New York City,20,Lightning Charging Cable,54
New York City,20,Macbook Pro Laptop,16
New York City,20,ThinkPad Laptop,6
New York City,20,USB-C Charging Cable,64
New York City,20,Vareebadd Phone,6
New York City,20,Wired Headphones,69
New York City,20,iPhone,21
New York City,21,20in Monitor,9
New York City,21,27in 4K Gaming Monitor,26
New York City,21,27in FHD Monitor,21
New York City,21,34in Ultrawide Monitor,18
New York City,21,AA Batteries (4-pack),64
New York City,21,AAA Batteries (4-pack),99
New York City,21,Apple Airpods Headphones,44
New York City,21,Bose SoundSport Headphones,24
New York City,21,Flatscreen TV,7
New York City,21,Google Phone,18
New York City,21,LG Washing Machine,2
New York City,21,Lightning Charging Cable,50
New York City,21,Macbook Pro Laptop,20
New York City,21,ThinkPad Laptop,7
New York City,21,USB-C Charging Cable,68
New York City,21,Vareebadd Phone,8
New York City,21,Wired Headphones,56
New York City,21,iPhone,18
New York City,22,20in Monitor,13
New York City,22,27in 4K Gaming Monitor,16
New York City,22,27in FHD Monitor,20
New York City,22,34in Ultrawide Monitor,19
New York City,22,AA Batteries (4-pack),59
New York City,22,AAA Batteries (4-pack),99
New York City,22,Apple Airpods Headphones,38
New York City,22,Bose SoundSport Headphones,36
New York City,22,Flatscreen TV,11
New York City,22,Google Phone,11
New York City,22,LG Dryer,2
New York City,22,Lightning Charging Cable,67
New York City,22,Macbook Pro Laptop,11
New York City,22,ThinkPad Laptop,14
New York City,22,USB-C Charging Cable,62
New York City,22,Vareebadd Phone,5
New York City,22,Wired Headphones,51
New York City,22,iPhone,19
New York City,23,20in Monitor,7
New York City,23,27in 4K Gaming Monitor,12
New York City,23,27in FHD Monitor,12
New York City,23,34in Ultrawide Monitor,13
New York City,23,AA Batteries (4-pack),73
New York City,23,AAA Batteries (4-pack),66
New York City,23,Apple Airpods Headphones,29
New York City,23,Bose SoundSport Headphones,21
New York City,23,Flatscreen TV,8
New York City,23,Google Phone,14
New York City,23,LG Dryer,1
New York City,23,Lightning Charging Cable,57
New York City,23,Macbook Pro Laptop,10
New York City,23,ThinkPad Laptop,7
New York City,23,USB-C Charging Cable,45
New York City,23,Vareebadd Phone,2
New York City,23,Wired Headphones,47
New York City,23,iPhone,17
New York City,24,20in Monitor,9
New York City,24,27in 4K Gaming Monitor,20
New York City,24,27in FHD Monitor,16
New York City,24,34in Ultrawide Monitor,15
New York City,24,AA Batteries (4-pack),81
New York City,24,AAA Batteries (4-pack),73
New York City,24,Apple Airpods Headphones,34
New York City,24,Bose SoundSport Headphones,37
New York City,24,Flatscreen TV,6
New York City,24,Google Phone,9
New York City,24,LG Dryer,1
New York City,24,LG Washing Machine,2
New York City,24,Lightning Charging Cable,56
New York City,24,Macbook Pro Laptop,9
New York City,24,ThinkPad Laptop,11
New York City,24,USB-C Charging Cable,62
New York City,24,Vareebadd Phone,3
New York City,24,Wired Headphones,45
New York City,24,iPhone,15
New York City,25,20in Monitor,15
New York City,25,27in 4K Gaming Monitor,14
New York City,25,27in FHD Monitor,14
New York City,25,34in Ultrawide Monitor,14
New York City,25,AA Batteries (4-pack),55
New York City,25,AAA Batteries (4-pack),64
New York City,25,Apple Airpods Headphones,47
New York City,25,Bose SoundSport Headphones,29
New York City,25,Flatscreen TV,7
New York City,25,Google Phone,5
New York City,25,LG Washing Machine,2
New York City,25,Lightning Charging Cable,50
New York City,25,Macbook Pro Laptop,9
New York City,25,ThinkPad Laptop,15
New York City,25,USB-C Charging Cable,45
New York City,25,Vareebadd Phone,5
New York City,25,Wired Headphones,31
New York City,25,iPhone,14
New York City,26,20in Monitor,10
New York City,26,27in 4K Gaming Monitor,20
New York City,26,27in FHD Monitor,12
New York City,26,34in Ultrawide Monitor,22
New York City,26,AA Batteries (4-pack),74
New York City,26,AAA Batteries (4-pack),59
New York City,26,Apple Airpods Headphones,42
New York City,26,Bose SoundSport Headphones,32
New York City,26,Flatscreen TV,19
New York City,26,Google Phone,11
New York City,26,LG Dryer,1
New York City,26,Lightning Charging Cable,56
New York City,26,Macbook Pro Laptop,7
New York City,26,ThinkPad Laptop,6
New York City,26,USB-C Charging Cable,43
New York City,26,Vareebadd Phone,10
New York City,26,Wired Headphones,34
New York City,26,iPhone,21
New York City,27,20in Monitor,10
New York City,27,27in 4K Gaming Monitor,15
New York City,27,27in FHD Monitor,24
New York City,27,34in Ultrawide Monitor,14
New York City,27,AA Batteries (4-pack),51
New York City,27,AAA Batteries (4-pack),69
New York City,27,Apple Airpods Headphones,32
New York City,27,Bose SoundSport Headphones,46
New York City,27,Flatscreen TV,11
New York City,27,Google Phone,13
New York City,27,LG Washing Machine,2
New York City,27,Lightning Charging Cable,58
New York City,27,Macbook Pro Laptop,7
New York City,27,ThinkPad Laptop,9
New York City,27,USB-C Charging Cable,75
New York City,27,Vareebadd Phone,3
New York City,27,Wired Headphones,48
New York City,27,iPhone,16
New York City,28,20in Monitor,14
New York City,28,27in 4K Gaming Monitor,20
New York City,28,27in FHD Monitor,27
New York City,28,34in Ultrawide Monitor,11
New York City,28,AA Batteries (4-pack),62
New York City,28,AAA Batteries (4-pack),78
New York City,28,Apple Airpods Headphones,32
New York City,28,Bose SoundSport Headphones,30
New York City,28,Flatscreen TV,17
New York City,28,Google Phone,14
New York City,28,LG Dryer,2
New York City,28,LG Washing Machine,2
New York City,28,Lightning Charging Cable,50
New York City,28,Macbook Pro Laptop,13
New York City,28,ThinkPad Laptop,17
New York City,28,USB-C Charging Cable,49
New York City,28,Vareebadd Phone,6
New York City,28,Wired Headphones,37
New York City,28,iPhone,9
New York City,29,20in Monitor,9
New York City,29,27in 4K Gaming Monitor,20
New York City,29,27in FHD Monitor,14
New York City,29,34in Ultrawide Monitor,18
New York City,29,AA Batteries (4-pack),67
New York City,29,AAA Batteries (4-pack),59
New York City,29,Apple Airpods Headphones,34
New York City,29,Bose SoundSport Headphones,36
New York City,29,Flatscreen TV,10
New York City,29,Google Phone,18
New York City,29,LG Dryer,2
New York City,29,LG Washing Machine,1
New York City,29,Lightning Charging Cable,57
New York City,29,Macbook Pro Laptop,10
New York City,29,ThinkPad Laptop,6
New York City,29,USB-C Charging Cable,63
New York City,29,Vareebadd Phone,4
New York City,29,Wired Headphones,53
New York City,29,iPhone,19
New York City,30,20in Monitor,6
New York City,30,27in 4K Gaming Monitor,12
New York City,30,27in FHD Monitor,13
New York City,30,34in Ultrawide Monitor,19
New York City,30,AA Batteries (4-pack),76
New York City,30,AAA Batteries (4-pack),75
New York City,30,Apple Airpods Headphones,30
New York City,30,Bose SoundSport Headphones,36
New York City,30,Flatscreen TV,14
New York City,30,Google Phone,16
New York City,30,LG Washing Machine,4
New York City,30,Lightning Charging Cable,42
New York City,30,Macbook Pro Laptop,7
New York City,30,ThinkPad Laptop,12
New York City,30,USB-C Charging Cable,63
New York City,30,Vareebadd Phone,2
New York City,30,Wired Headphones,45
New York City,30,iPhone,12
New York City,31,20in Monitor,6
New York City,31,27in 4K Gaming Monitor,13
New York City,31,27in FHD Monitor,18
New York City,31,34in Ultrawide Monitor,17
New York City,31,AA Batteries (4-pack),48
New York City,31,AAA Batteries (4-pack),68
New York City,31,Apple Airpods Headphones,18
New York City,31,Bose SoundSport Headphones,23
New York City,31,Flatscreen TV,12
New York City,31,Google Phone,12
New York City,31,LG Dryer,2
New York City,31,LG Washing Machine,3
New York City,31,Lightning Charging Cable,39
New York City,31,Macbook Pro Laptop,13
New York City,31,ThinkPad Laptop,9
New York City,31,USB-C Charging Cable,51
New York City,31,Vareebadd Phone,1
New York City,31,Wired Headphones,37
New York City,31,iPhone,20
New York City,32,20in Monitor,12
New York City,32,27in 4K Gaming Monitor,6
New York City,32,27in FHD Monitor,15
New York City,32,34in Ultrawide Monitor,14
New York City,32,AA Batteries (4-pack),48
New York City,32,AAA Batteries (4-pack),62
New York City,32,Apple Airpods Headphones,32
New York City,32,Bose SoundSport Headphones,21
New York City,32,Flatscreen TV,10
New York City,32,Google Phone,17
New York City,32,LG Dryer,3
New York City,32,Lightning Charging Cable,41
New York City,32,Macbook Pro Laptop,10
New York City,32,ThinkPad Laptop,6
New York City,32,USB-C Charging Cable,44
New York City,32,Vareebadd Phone,5
New York City,32,Wired Headphones,45
New York City,32,iPhone,16
New York City,33,20in Monitor,8
New York City,33,27in 4K Gaming Monitor,12
New York City,33,27in FHD Monitor,13
New York City,33,34in Ultrawide Monitor,11
New York City,33,AA Batteries (4-pack),65
New York City,33,AAA Batteries (4-pack),51
New York City,33,Apple Airpods Headphones,35
New York City,33,Bose SoundSport Headphones,22
